;UF_Destino;UF_origem;Origem;Destino;KM;PED;Pton;Preco;Produto;Especie;Veiculo_1;Veiculo_2;Ano;Mes;Dia
7269;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7270;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7271;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7272;CE;CE;Juazeiro Do Norte;Campos Sales;149;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7273;CE;CE;Juazeiro Do Norte;Campos Sales;149;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7274;CE;CE;Juazeiro Do Norte;Assaré;91;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7275;CE;CE;Juazeiro Do Norte;Crato;14791;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7276;CE;CE;Juazeiro Do Norte;Crato;14791;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7277;CE;CE;Juazeiro Do Norte;Nova Olinda;54;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7278;CE;CE;Juazeiro Do Norte;Araripe;116;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7279;CE;CE;Juazeiro Do Norte;Assaré;91;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7280;PE;CE;Juazeiro Do Norte;Caruaru;466;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7281;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7282;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7283;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7284;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7285;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7286;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7287;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7288;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7289;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7290;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7291;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7292;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7293;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7294;CE;CE;Juazeiro Do Norte;Campos Sales;149;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7295;CE;CE;Juazeiro Do Norte;Campos Sales;149;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7296;CE;CE;Juazeiro Do Norte;Assaré;91;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7297;CE;CE;Juazeiro Do Norte;Crato;14791;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7298;CE;CE;Juazeiro Do Norte;Crato;14791;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7299;CE;CE;Juazeiro Do Norte;Nova Olinda;54;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7300;CE;CE;Juazeiro Do Norte;Araripe;116;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7301;CE;CE;Juazeiro Do Norte;Assaré;91;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7302;PE;CE;Juazeiro Do Norte;Caruaru;466;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7303;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7304;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7305;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7306;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7307;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7308;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7309;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7310;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7311;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7312;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7313;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7314;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7315;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7316;CE;CE;Juazeiro Do Norte;Campos Sales;149;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7317;CE;CE;Juazeiro Do Norte;Campos Sales;149;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7318;CE;CE;Juazeiro Do Norte;Assaré;91;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7319;CE;CE;Juazeiro Do Norte;Crato;14791;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7320;CE;CE;Juazeiro Do Norte;Crato;14791;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7321;CE;CE;Juazeiro Do Norte;Nova Olinda;54;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7322;CE;CE;Juazeiro Do Norte;Araripe;116;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7323;CE;CE;Juazeiro Do Norte;Assaré;91;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7324;PE;CE;Juazeiro Do Norte;Caruaru;466;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7325;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7326;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7327;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7328;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7329;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7330;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7331;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7332;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7333;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7334;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7335;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7336;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7337;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7338;CE;CE;Juazeiro Do Norte;Campos Sales;149;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7339;CE;CE;Juazeiro Do Norte;Campos Sales;149;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7340;CE;CE;Juazeiro Do Norte;Assaré;91;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7341;CE;CE;Juazeiro Do Norte;Crato;14791;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7342;CE;CE;Juazeiro Do Norte;Crato;14791;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7343;CE;CE;Juazeiro Do Norte;Nova Olinda;54;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7344;CE;CE;Juazeiro Do Norte;Araripe;116;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7345;CE;CE;Juazeiro Do Norte;Assaré;91;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7346;PE;CE;Juazeiro Do Norte;Caruaru;466;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7347;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7348;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7349;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7350;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7351;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7352;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7353;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7354;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7355;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7356;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7357;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7358;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7359;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7360;CE;CE;Juazeiro Do Norte;Campos Sales;149;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7361;CE;CE;Juazeiro Do Norte;Campos Sales;149;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7362;CE;CE;Juazeiro Do Norte;Assaré;91;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7363;CE;CE;Juazeiro Do Norte;Crato;14791;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7364;CE;CE;Juazeiro Do Norte;Crato;14791;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7365;CE;CE;Juazeiro Do Norte;Nova Olinda;54;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7366;CE;CE;Juazeiro Do Norte;Araripe;116;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7367;CE;CE;Juazeiro Do Norte;Assaré;91;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7368;PE;CE;Juazeiro Do Norte;Caruaru;466;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7369;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7370;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7371;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7372;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7373;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7374;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7375;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7376;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7377;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7378;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7379;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7380;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7381;CE;CE;Juazeiro Do Norte;Campos Sales;149;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7382;CE;CE;Juazeiro Do Norte;Campos Sales;149;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7383;CE;CE;Juazeiro Do Norte;Assaré;91;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7384;CE;CE;Juazeiro Do Norte;Crato;14791;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7385;CE;CE;Juazeiro Do Norte;Crato;14791;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7386;CE;CE;Juazeiro Do Norte;Nova Olinda;54;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7387;CE;CE;Juazeiro Do Norte;Araripe;116;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7388;CE;CE;Juazeiro Do Norte;Assaré;91;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7389;PE;CE;Juazeiro Do Norte;Caruaru;466;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7390;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7391;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7392;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7393;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7394;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7395;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7396;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7397;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7398;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7399;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7400;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7401;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7402;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7403;CE;CE;Juazeiro Do Norte;Campos Sales;149;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7404;CE;CE;Juazeiro Do Norte;Campos Sales;149;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7405;CE;CE;Juazeiro Do Norte;Assaré;91;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7406;CE;CE;Juazeiro Do Norte;Crato;14791;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7407;CE;CE;Juazeiro Do Norte;Crato;14791;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7408;CE;CE;Juazeiro Do Norte;Nova Olinda;54;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7409;CE;CE;Juazeiro Do Norte;Araripe;116;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7410;CE;CE;Juazeiro Do Norte;Assaré;91;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7411;PE;CE;Juazeiro Do Norte;Caruaru;466;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7412;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7413;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7414;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7415;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7416;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7417;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7418;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7419;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7420;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7421;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7422;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7423;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7424;CE;CE;Juazeiro Do Norte;Juazeiro Do Norte;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7425;CE;CE;Juazeiro Do Norte;Campos Sales;149;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7426;CE;CE;Juazeiro Do Norte;Campos Sales;149;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
7427;CE;CE;Juazeiro Do Norte;Assaré;91;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';;2021;2;1
