;UF_Destino;UF_origem;Origem;Destino;KM;PED;Pton;Preco;Produto;Especie;Veiculo_1;Veiculo_2;Ano;Mes;Dia
0;SP;PR;Arapongas;Itaquaquecetuba;616;0;0;;Não informado;Não informado;'Truck';'Bi-Truck';2021;2;1
1;SC;CE;Fortaleza;Balneário Camboriú;3520;0;0; 150,00 ;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
2;RJ;RJ;Rio de Janeiro;Rio de Janeiro;Não informado;0;0; 200,00 ;Não informado;Não informado;'Utilitário';;2021;2;1
3;MG;SP;São José dos Campos;Divinópolis;537;0;0; 300,00 ;Não informado;Não informado;'Utilitário';;2021;2;1
4;PA;PA;Paragominas;Tailândia;265;0;0; 3,00 ;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
5;SP;SP;Rio Claro;Ribeirão Preto;162;0;0; 25,00 ;Não informado;Não informado;'Toco 3/4';'Truck';2021;2;1
6;PA;PA;Belém;Belém;Não informado;0;0; 8.800,00 ;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
7;SP;RS;Nova Alvorada;Vinhedo;1073;0;0; 2.000,00 ;Não informado;Não informado;'Toco';'Toco 3/4';2021;2;1
8;SP;SP;Andradina;Assis;300;0;0;;Não informado;Não informado;'Truck';;2021;2;1
9;SP;SP;Andradina;São Paulo;626;0;0;;Não informado;Não informado;'Truck';;2021;2;1
10;ES;PI;Teresina;Cariacica;2119;0;1; 210,00 ;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
11;GO;TO;Gurupi;Aparecida de Goiânia;625;0;0; 1.000,00 ;Não informado;Não informado;'Truck';'Toco 3/4';2021;2;1
12;SP;MT;Sapezal;Santos;2170;0;1; 285,00 ;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
13;DF;SP;Araras;Brasília;837;0;0;;Não informado;Não informado;'Truck';;2021;2;1
14;SP;SP;São Bernardo do Campo;São Paulo;21;1;0; 318,00  ;Não informado;Não informado;'VUC / HR';'Utilitário';2021;2;1
15;SP;SP;São Bernardo do Campo;São Paulo;21;1;0; 318,00  ;Não informado;Não informado;'VUC / HR';;2021;2;1
16;SP;SP;São Paulo;Bauru;327;0;0; 200,00 ;Não informado;Não informado;'Toco 3/4';;2021;2;1
17;SP;SP;São Bernardo do Campo;São Paulo;21;0;0; 318,00 ;Não informado;Não informado;'VUC / HR';'Utilitário';2021;2;1
18;SP;SP;Santos;Ubatuba;282;0;0; 500,00 ;Não informado;Não informado;'Toco';'Toco 3/4';2021;2;1
19;MG;RJ;Rio de Janeiro;Coimbra;341;0;0; 750,00 ;Não informado;Não informado;'Bi-Truck';'Truck';2021;2;1
20;MG;RJ;Rio de Janeiro;Coimbra;341;0;0; 750,00 ;Não informado;Não informado;'Bi-Truck';'Truck';2021;2;1
21;MG;MG;Patrocínio;Poços de Caldas;495;0;1; 75,00 ;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
22;MG;PA;Floresta do Araguaia;Divinópolis;2035;0;0; 200,00 ;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
23;PR;PR;Palmas;Londrina;519;0;0;;Não informado;Não informado;'Truck';;2021;2;1
24;SP;PA;Marabá;Piracicaba;2182;0;0; 250,00 ;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
25;PR;PR;Palmas;Curitiba;366;0;0;;Não informado;Não informado;'Truck';;2021;2;1
26;ES;PI;Teresina;Cariacica;2119;0;1; 200,00 ;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
27;ES;SP;Guarujá;Linhares;1152;0;0; 5.800,00 ;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
28;PE;PB;João Pessoa;Recife;115;0;0; 2.500,00 ;Não informado;Não informado;'Bitrem Toco (2/2/2 Eixos)';'Bitrem LS Trucado (3/2/2 Eixos)';2021;2;1
29;MG;MT;Tapurah;Betim;1988;0;0; 700,00 ;Não informado;Não informado;'Toco';'Toco 3/4';2021;2;1
30;SP;SP;Avaré;Guarujá;342;0;1; 60,00 ;Não informado;Não informado;'Bitrem Toco (2/2/2 Eixos)';'Bitrem LS Trucado (3/2/2 Eixos)';2021;2;1
31;MT;MG;Prata;Primavera do Leste;934;0;0; 3.800,00 ;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
32;RO;SP;Mauá;Vilhena;2315;0;0;;Não informado;Não informado;'Bitrem Toco (2/2/2 Eixos)';'Bitrem LS Trucado (3/2/2 Eixos)';2021;2;1
33;PE;SP;Jundiaí;Cabo de Santo Agostinho;2566;0;0; 12.000,00 ;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
34;PA;SP;São Paulo;Parauapebas;2438;0;0; 9.000,00 ;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
35;BA;SP;Jundiaí;Camaçari;1910;0;0; 9.000,00 ;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
36;SP;MG;Vespasiano;Narandiba;1155;0;0; 3.200,00 ;Não informado;Não informado;'Truck';;2021;2;1
37;BA;MG;Vespasiano;Salvador;1360;0;0; 4.000,00 ;Não informado;Não informado;'Truck';;2021;2;1
38;PA;MG;Belo Horizonte;Parauapebas;2196;0;0; 8.000,00 ;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
39;SP;SP;São Paulo;Americana;126;0;0; 200,00 ;Não informado;Não informado;'Van';'VUC / HR';2021;2;1
40;MG;SP;Poá;Ipatinga;814;0;0; 2.300,00 ;Não informado;Não informado;'Truck';;2021;2;1
41;SP;SP;Álvares Machado;Estrela d'Oeste;292;0;0; 400,00 ;Não informado;Não informado;'Truck';'Bi-Truck';2021;2;1
42;SP;RS;Cachoeirinha;São Paulo;1111;0;0; 300,00 ;Não informado;Não informado;'Truck';'Toco';2021;2;1
43;RJ;SP;São Paulo;Rio de Janeiro;445;0;0; 1.500,00 ;Não informado;Não informado;'Truck';'Toco';2021;2;1
44;RS;RS;Cachoeirinha;Passo Fundo;293;0;0; 120,00 ;Não informado;Não informado;'Toco 3/4';'VUC / HR';2021;2;1
45;SP;SP;Campinas;São José do Rio Preto;347;0;0; 600,00 ;Não informado;Não informado;'Truck';'Toco';2021;2;1
46;MG;MG;Confins;Juiz de Fora;300;1;0; 1.000,00  ;Não informado;Não informado;'Bi-Truck';'Truck';2021;2;1
47;BA;PA;Belém;Camaçari;2042;0;1; 350,00 ;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
48;MG;GO;Cristalina;Caratinga;889;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
49;PE;GO;Anápolis;Igarassu;2321;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
50;AC;GO;Rio Verde;Acrelândia;2581;0;0;;Não informado;Não informado;'Truck';'Bi-Truck';2021;2;1
51;BA;MG;São João del Rei;Lauro de Freitas;1530;0;0; 1.450,00 ;Não informado;Não informado;'Truck';;2021;2;1
52;SP;SP;Itapevi;Guarulhos;54;0;0; 200,00 ;Não informado;Não informado;'Truck';'Bi-Truck';2021;2;1
53;GO;GO;Rio Verde;Itaberaí;322;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
54;MS;GO;Aparecida de Goiânia;Campo Grande;847;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
55;ES;PR;Londrina;Cachoeiro de Itapemirim;1357;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
56;BA;SP;São Paulo;Feira de Santana;1819;0;0; 12.000,00 ;Não informado;Não informado;'Bitrem Toco (2/2/2 Eixos)';'Bitrem LS Trucado (3/2/2 Eixos)';2021;2;1
57;BA;BA;Lauro de Freitas;Ribeira do Pombal;272;0;0; 700,00 ;Não informado;Não informado;'VUC / HR';;2021;2;1
58;MG;SP;Cubatão;Itutinga;469;0;1; 110,00 ;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
59;SP;PA;Belém;Barueri;2908;0;1; 350,00 ;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
60;SP;SP;Bauru;Barueri;304;0;0; 1.200,00 ;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
61;MG;SP;Pindamonhangaba;Pouso Alegre;132;0;0;;Não informado;Não informado;'Só Cavalo Mecânico (4x2)';'Só Cavalo Mecânico LS (6x2)';2021;2;1
62;MG;SP;Pindamonhangaba;Extrema;187;0;0;;Não informado;Não informado;'Só Cavalo Mecânico (4x2)';'Só Cavalo Mecânico LS (6x2)';2021;2;1
63;RJ;SP;Pindamonhangaba;Três Rios;293;0;0;;Não informado;Não informado;'Só Cavalo Mecânico (4x2)';'Só Cavalo Mecânico LS (6x2)';2021;2;1
64;MG;SP;Pindamonhangaba;Juiz De Fora;322;0;0;;Não informado;Não informado;'Carreta LS Trucada (3/3 Eixos)';;2021;2;1
65;MG;SP;Pindamonhangaba;Juiz De Fora;322;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';;2021;2;1
66;MG;SP;Pindamonhangaba;Pouso Alegre;133;0;0;;Não informado;Não informado;'Carreta LS Trucada (3/3 Eixos)';;2021;2;1
67;MG;SP;Pindamonhangaba;Pouso Alegre;133;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';;2021;2;1
68;MG;SP;Pindamonhangaba;Barcarena;Não informado;0;0;;Não informado;Não informado;'Carreta LS Trucada (3/3 Eixos)';;2021;2;1
69;MG;SP;Pindamonhangaba;Barcarena;Não informado;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';;2021;2;1
70;SP;SP;Itupeva;Franca;340;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
71;GO;SP;Sumaré;Cristalina;764;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
72;SP;SP;Sumaré;Pirassununga;99;0;0;;Não informado;Não informado;'Truck';;2021;2;1
73;AL;AL;Maceió;Rio Largo;29;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
74;AL;AL;Maceió;Rio Largo;29;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
75;AL;AL;Maceió;Rio Largo;29;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
76;AL;AL;Maceió;Rio Largo;29;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
77;AL;AL;Maceió;Rio Largo;29;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
78;AL;AL;Maceió;Rio Largo;29;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
79;AL;AL;Maceió;Rio Largo;29;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
80;AL;AL;Maceió;Rio Largo;29;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
81;AL;AL;Maceió;Rio Largo;29;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
82;AL;AL;Maceió;Marechal Deodoro;27;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
83;AL;AL;Maceió;Marechal Deodoro;27;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
84;AL;AL;Maceió;Marechal Deodoro;27;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
85;AL;AL;Maceió;Marechal Deodoro;27;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
86;AL;AL;Maceió;Marechal Deodoro;27;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
87;AL;AL;Maceió;Marechal Deodoro;27;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
88;AL;AL;Maceió;Maceió;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
89;AL;AL;Maceió;Maceió;Não informado;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
90;AL;AL;Maceió;Maceió;Não informado;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
91;AL;AL;Maceió;Marechal Deodoro;27;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
92;AL;AL;Maceió;Marechal Deodoro;27;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
93;AL;AL;Maceió;Marechal Deodoro;27;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
94;AL;AL;Maceió;Colônia Leopoldina;117;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
95;AL;AL;Maceió;Colônia Leopoldina;117;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
96;AL;AL;Maceió;Colônia Leopoldina;117;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
97;AL;AL;Maceió;Maceió;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
98;AL;AL;Maceió;Maceió;Não informado;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
99;AL;AL;Maceió;Maceió;Não informado;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
100;AL;AL;Maceió;Maceió;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
101;AL;AL;Maceió;Maceió;Não informado;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
102;AL;AL;Maceió;Maceió;Não informado;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
103;AL;AL;Maceió;Rio Largo;29;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
104;AL;AL;Maceió;Rio Largo;29;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
105;AL;AL;Maceió;Rio Largo;29;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
106;AL;AL;Maceió;Maceió;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
107;AL;AL;Maceió;Maceió;Não informado;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
108;AL;AL;Maceió;Maceió;Não informado;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
109;AL;AL;Maceió;Maceió;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
110;AL;AL;Maceió;Maceió;Não informado;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
111;AL;AL;Maceió;Maceió;Não informado;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
112;AL;AL;Maceió;Maceió;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
113;AL;AL;Maceió;Maceió;Não informado;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
114;AL;AL;Maceió;Maceió;Não informado;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
115;AL;AL;Maceió;Maceió;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
116;AL;AL;Maceió;Maceió;Não informado;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
117;AL;AL;Maceió;Maceió;Não informado;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
118;AL;AL;Maceió;Porto Calvo;102;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
119;AL;AL;Maceió;Porto Calvo;102;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
120;AL;AL;Maceió;Porto Calvo;102;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
121;AL;AL;Maceió;Porto Calvo;102;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
122;AL;AL;Maceió;Porto Calvo;102;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
123;AL;AL;Maceió;Porto Calvo;102;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
124;AL;AL;Maceió;Porto Calvo;102;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
125;AL;AL;Maceió;Porto Calvo;102;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
126;AL;AL;Maceió;Porto Calvo;102;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
127;AL;AL;Maceió;São Miguel Dos Milagres;98;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
128;AL;AL;Maceió;São Miguel Dos Milagres;98;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
129;AL;AL;Maceió;São Miguel Dos Milagres;98;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
130;AL;AL;Maceió;São Miguel Dos Milagres;98;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
131;AL;AL;Maceió;São Miguel Dos Milagres;98;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
132;AL;AL;Maceió;São Miguel Dos Milagres;98;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
133;AL;AL;Maceió;São Miguel Dos Milagres;98;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
134;AL;AL;Maceió;São Miguel Dos Milagres;98;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
135;AL;AL;Maceió;São Miguel Dos Milagres;98;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
136;AL;AL;Maceió;Chã Preta;102;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
137;AL;AL;Maceió;Chã Preta;102;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
138;AL;AL;Maceió;Chã Preta;102;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
139;AL;AL;Maceió;Chã Preta;102;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
140;AL;AL;Maceió;Chã Preta;102;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
141;AL;AL;Maceió;Chã Preta;102;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
142;AL;AL;Maceió;Cajueiro;71;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
143;AL;AL;Maceió;Cajueiro;71;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
144;AL;AL;Maceió;Cajueiro;71;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
145;AL;AL;Maceió;Cajueiro;71;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
146;AL;AL;Maceió;Cajueiro;71;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
147;AL;AL;Maceió;Cajueiro;71;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
148;AL;AL;Maceió;Cajueiro;71;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
149;AL;AL;Maceió;Cajueiro;71;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
150;AL;AL;Maceió;Cajueiro;71;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
151;AL;AL;Maceió;Porto Calvo;102;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
152;AL;AL;Maceió;Porto Calvo;102;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
153;AL;AL;Maceió;Porto Calvo;102;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
154;AL;AL;Maceió;Porto Calvo;102;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
155;AL;AL;Maceió;Porto Calvo;102;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
156;AL;AL;Maceió;Porto Calvo;102;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
157;AL;AL;Maceió;Porto De Pedras;113;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
158;AL;AL;Maceió;Porto De Pedras;113;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
